sampleID,BearID,pubname,year.sampled,year.represent,bearyear.sampled,bearyear.represent,sex,birth,age,reprostatus.represent,C13,N15,trophicpos,weight,headcirc,capturedate,Cmonth,cort.kit,cortisol
NA,W0231,Klöva,2010,2009,W0231_2010,W0231_2009,F,1992,18,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
318,W0232,Tvåsktjärnberget,2002,2001,W0232_2002,W0232_2001,M,1995,7,SolitaryM,-22.49,5.77,3.17,125,66,6/10/2002,6,1,1.88
319,W0233,Barke,2002,2001,W0233_2002,W0233_2001,M,1995,7,SolitaryM,-22.71,4.94,2.92,170,72,6/13/2002,6,1,2.15
385,W0233,Barke,2004,2003,W0233_2004,W0233_2003,M,1995,9,SolitaryM,-22.99,5.17,2.99,88,74,4/13/2004,4,1,2.94
320,W0234,Hålla,2002,2001,W0234_2002,W0234_2001,F,1999,3,NA,-22.62,4.59,2.82,67,54,6/13/2002,6,1,1.9
386,W0234,Hålla,2004,2003,W0234_2004,W0234_2003,F,1999,5,WithCubs,-23.05,4.15,2.69,74,56,4/15/2004,4,1,1.85
321,W0235,Hålldammsjön,2002,2001,W0235_2002,W0235_2001,M,1998,4,SolitaryM,-22.86,5.35,3.04,85,61,6/13/2002,6,1,2.47
341,W0235,Hålldammsjön,2003,2002,W0235_2003,W0235_2002,M,1998,5,SolitaryM,-22.94,4.44,2.78,111,65,7/1/2003,7,1,2.17
387,W0235,Hålldammsjön,2004,2003,W0235_2004,W0235_2003,M,1998,6,SolitaryM,-23.09,5.22,3.01,122,70,6/11/2004,6,1,1.25
322,W0236,Toxa,2002,2001,W0236_2002,W0236_2001,F,1999,3,NA,-22.41,4.19,2.7,67,53,6/14/2002,6,1,1.91
427,W0236,Toxa,2005,2004,W0236_2005,W0236_2004,F,1999,6,WithCubs,-22.82,3.64,2.54,91,59,4/27/2005,4,1,3.59
323,W0237,Lonahoa,2002,2001,W0237_2002,W0237_2001,F,1997,5,NA,-22.5,4.43,2.77,86,60,6/17/2002,6,1,3.34
874,W0237,Lonahoa,2004,2003,W0237_2004,W0237_2003,F,1997,7,WithCubs,-22.69,3.82,2.59,93,61,4/19/2004,4,2,6.57
454,W0237,Lonahoa,2006,2005,W0237_2006,W0237_2005,F,1997,9,NA,-22.62,4.27,2.73,95,62.5,5/1/2006,5,1,3.23
523,W0237,Lonahoa,2008,2007,W0237_2008,W0237_2007,F,1997,11,WithCubs,-22.69,4.01,2.65,120,64,8/11/2008,8,1,4.91
795,W0237,Lonahoa,2010,2009,W0237_2010,W0237_2009,F,1997,13,WithCubs,-22.63,3.49,2.5,90,60.5,4/23/2010,4,2,16.8
NA,W0237,Lonahoa,2011,2010,W0237_2011,W0237_2010,F,1997,14,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
287,W0238,Sälja,2002,2001,W0238_2002,W0238_2001,F,1986,16,NA,-22.32,3.99,2.64,82,61,6/27/2002,6,1,4.5
861,W0301,Tunturi_k7:1,2003,2002,W0301_2003,W0301_2002,M,2002,1,WithMother,-23.17,5.28,3.02,14,35,4/13/2003,4,2,9.94
862,W0302,Tunturi_k7:2,2003,2002,W0302_2003,W0302_2002,M,2002,1,WithMother,-22.79,5.1,2.97,26,41,4/13/2003,4,2,8.86
342,W0303,Näcka,2003,2002,W0303_2003,W0303_2002,F,2002,1,WithMother,-22.82,5.52,3.09,18,38,4/13/2003,4,1,2.64
428,W0303,Näcka,2005,2004,W0303_2005,W0303_2004,F,2002,3,SolitaryF,-22.94,4.14,2.69,49,49,4/19/2005,4,1,2.95
486,W0303,Näcka,2007,2006,W0303_2007,W0303_2006,F,2002,5,SolitaryF,-22.42,4.67,2.84,NA,58,7/17/2007,7,1,1.72
NA,W0303,Näcka,2008,2007,W0303_2008,W0303_2007,F,2002,6,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0303,Näcka,2009,2008,W0303_2009,W0303_2008,F,2002,7,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0303,Näcka,2010,2009,W0303_2010,W0303_2009,F,2002,8,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
668,W0303,Näcka,2011,2010,W0303_2011,W0303_2010,F,2002,9,WithCubs,-22.18,4.62,2.83,74,56,4/18/2011,4,2,7.03
NA,W0303,Näcka,2012,2011,W0303_2012,W0303_2011,F,2002,10,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
586,W0303,Näcka,2013,2012,W0303_2013,W0303_2012,F,2002,11,WithCubs,-22.89,4.2,2.71,80,61,4/29/2013,4,2,14.51
NA,W0303,Näcka,2014,2013,W0303_2014,W0303_2013,F,2002,12,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
343,W0304,Gruva,2003,2002,W0304_2003,W0304_2002,F,2002,1,WithMother,-22.68,4.8,2.88,29,NA,4/14/2003,4,1,1.81
344,W0305,Snåla,2003,2002,W0305_2003,W0305_2002,F,2002,1,WithMother,-22.67,4.79,2.88,24,NA,4/14/2003,4,1,3.42
345,W0306,Kringla,2003,2002,W0306_2003,W0306_2002,F,2002,1,WithMother,-22.56,4.99,2.94,24.5,NA,4/14/2003,4,1,2.96
346,W0307,Galsjö,2003,2002,W0307_2003,W0307_2002,M,2000,3,SolitaryM,-22.84,4.65,2.84,55,56,4/14/2003,4,1,2.74
863,W0308,Borregaard_k2:1,2003,2002,W0308_2003,W0308_2002,M,2002,1,WithMother,-22.64,4.7,2.85,17,38,4/14/2003,4,2,10.3
864,W0309,Bornå,2003,2002,W0309_2003,W0309_2002,F,2002,1,WithMother,-22.68,4.82,2.89,10,35,4/14/2003,4,2,13.43
347,W0310,Femma_k2:1,2003,2002,W0310_2003,W0310_2002,M,2002,1,WithMother,-22.84,4.62,2.83,22,NA,4/15/2003,4,1,3.68
348,W0311,Rita,2003,2002,W0311_2003,W0311_2002,F,2002,1,WithMother,-22.23,4.82,2.89,20,40,4/16/2003,4,1,4.27
349,W0312,Sari_k4:2,2003,2002,W0312_2003,W0312_2002,M,2002,1,WithMother,-22.33,4.27,2.73,24,31,4/16/2003,4,1,5.18
865,W0313,Täxås_k9:1,2003,2002,W0313_2003,W0313_2002,M,2002,1,WithMother,-22.6,5,2.94,24,41,4/16/2003,4,2,10.46
866,W0314,Täxås_k9:2,2003,2002,W0314_2003,W0314_2002,M,2002,1,WithMother,-22.78,4.86,2.9,21,41,4/16/2003,4,2,9.26
350,W0315,Griffel_k5:1,2003,2002,W0315_2003,W0315_2002,M,2002,1,WithMother,-22.63,4.89,2.91,13,36,4/23/2003,4,1,3.63
351,W0316,Griffel_k5:2,2003,2002,W0316_2003,W0316_2002,M,2002,1,WithMother,-22.63,5.34,3.04,14,37,4/23/2003,4,1,5.6
352,W0317,Vasta,2003,2002,W0317_2003,W0317_2002,F,2002,1,WithMother,-22.33,5.11,2.97,21,40,4/23/2003,4,1,2.54
867,W0318,Tana,2003,2002,W0318_2003,W0318_2002,F,2002,1,WithMother,-22.58,5.51,3.09,25,41,4/24/2003,4,2,6.38
868,W0319,Järva_k7:2,2003,2002,W0319_2003,W0319_2002,M,2002,1,WithMother,-22.51,5.54,3.1,24,41,4/24/2003,4,2,10.47
869,W0320,Noppi_k9:1,2003,2002,W0320_2003,W0320_2002,M,2002,1,WithMother,-22.82,5.27,3.02,19,39.5,4/24/2003,4,2,11.04
870,W0321,Noppi_k9:2,2003,2002,W0321_2003,W0321_2002,M,2002,1,WithMother,-22.85,4.97,2.93,17,37,4/24/2003,4,2,13.53
871,W0322,Noppi_k9:3,2003,2002,W0322_2003,W0322_2002,M,2002,1,WithMother,NA,NA,NA,20,40,4/24/2003,4,2,12.91
353,W0323,Löva,2003,2002,W0323_2003,W0323_2002,F,2000,3,NA,-21.95,4.58,2.82,NA,57,6/25/2003,6,1,2.27
365,W0323,Löva,2003,2002,W0323_2003,W0323_2002,F,2000,3,NA,-22.3,4.98,2.94,NA,57,6/25/2003,6,1,1.52
388,W0323,Löva,2004,2003,W0323_2004,W0323_2003,F,2000,4,SolitaryF,-23.1,5.15,2.99,89,58,6/7/2004,6,1,1.75
429,W0323,Löva,2005,2004,W0323_2005,W0323_2004,F,2000,5,SolitaryF,-22.57,4.55,2.81,94,60,4/16/2005,4,1,2.14
354,W0324,Nabben,2003,2002,W0324_2003,W0324_2002,M,1998,5,SolitaryM,-22.52,4.43,2.77,122,66,6/12/2003,6,1,1.59
430,W0324,Nabben,2005,2004,W0324_2005,W0324_2004,M,1998,7,SolitaryM,-22.92,4.81,2.89,155,71,6/16/2005,6,1,5.06
355,W0325,Rissla,2003,2002,W0325_2003,W0325_2002,F,1994,9,NA,-22.76,4.16,2.69,89,63,6/12/2003,6,1,1.96
356,W0326,Gälla,2003,2002,W0326_2003,W0326_2002,F,1993,10,NA,-22.07,4.19,2.7,98,64,6/16/2003,6,1,1.28
883,W0326,Gälla,2005,2004,W0326_2005,W0326_2004,F,1993,12,WithCubs,-22.35,3.95,2.63,96,62,4/15/2005,4,2,8.28
524,W0326,Gälla,2008,2007,W0326_2008,W0326_2007,F,1993,15,WithCubs,-22.36,4.25,2.72,89,65,4/28/2008,4,1,4.5
NA,W0326,Gälla,2009,2008,W0326_2009,W0326_2008,F,1993,16,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0326,Gälla,2010,2009,W0326_2010,W0326_2009,F,1993,17,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
669,W0326,Gälla,2011,2010,W0326_2011,W0326_2010,F,1993,18,WithCubs,-22.56,4.4,2.76,82,60,4/26/2011,4,2,12.36
NA,W0326,Gälla,2012,2011,W0326_2012,W0326_2011,F,1993,19,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
357,W0327,Dödåsen,2003,2002,W0327_2003,W0327_2002,M,1998,5,SolitaryM,-22.82,4.71,2.86,NA,66,6/30/2003,6,1,1.71
358,W0328,Kallio,2003,2002,W0328_2003,W0328_2002,F,1994,9,NA,-22.64,4.23,2.71,106,62,7/1/2003,7,1,1.52
389,W0401,Vilma,2004,2003,W0401_2004,W0401_2003,F,2003,1,WithMother,-23.14,4.61,2.83,21,40,4/14/2004,4,1,2.8
390,W0402,Gnista,2004,2003,W0402_2004,W0402_2003,F,2003,1,WithMother,-22.79,4.9,2.91,30,42,4/14/2004,4,1,2.3
402,W0402,Gnista,2004,2003,W0402_2004,W0402_2003,F,2003,1,WithMother,-23.35,4.85,2.9,30,42,4/14/2004,4,1,2.75
391,W0403,Romunda,2004,2003,W0403_2004,W0403_2003,F,2003,1,WithMother,-22.84,4.83,2.89,26,42,4/14/2004,4,1,2.41
392,W0404,Rassaku_k4:1,2004,2003,W0404_2004,W0404_2003,M,2003,1,WithMother,-22.86,4.37,2.76,25,41,4/14/2004,4,1,2.28
393,W0405,Kroka,2004,2003,W0405_2004,W0405_2003,F,2003,1,WithMother,-22.7,4.76,2.87,29,45,4/14/2004,4,1,1.74
487,W0405,Kroka,2007,2006,W0405_2007,W0405_2006,F,2003,4,SolitaryF,-22.72,5.04,2.95,72,57.5,6/19/2007,6,2,2.25
394,W0406,Hålla_k1:1,2004,2003,W0406_2004,W0406_2003,M,2003,1,WithMother,-23.21,4.5,2.79,21,40,4/15/2004,4,1,2.01
395,W0407,Kuusi,2004,2003,W0407_2004,W0407_2003,F,2003,1,WithMother,-23.24,4.36,2.75,17,38,4/15/2004,4,1,1.27
455,W0407,Kuusi,2006,2005,W0407_2006,W0407_2005,F,2003,3,SolitaryF,-22.59,4.85,2.9,NA,51,6/19/2006,6,1,3.27
875,W0408,Öda_k3:1,2004,2003,W0408_2004,W0408_2003,M,2003,1,WithMother,-22.99,4.56,2.81,29,42.5,4/16/2004,4,2,8.66
876,W0409,Tippa_k5:1,2004,2003,W0409_2004,W0409_2003,M,2003,1,WithMother,-23.24,4.93,2.92,21,40,4/16/2004,4,2,12.86
877,W0410,Tomsa,2004,2003,W0410_2004,W0410_2003,F,2003,1,WithMother,-23.19,4.64,2.84,27,39,4/16/2004,4,2,12.18
456,W0410,Tomsa,2006,2005,W0410_2006,W0410_2005,F,2003,3,SolitaryF,-23.14,4.51,2.8,54,49.5,4/20/2006,4,1,3.35
488,W0410,Tomsa,2007,2006,W0410_2007,W0410_2006,F,2003,4,SolitaryF,-23.18,4.71,2.86,72,58,4/12/2007,4,1,1.15
NA,W0410,Tomsa,2008,2007,W0410_2008,W0410_2007,F,2003,5,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
878,W0411,Kassika,2004,2003,W0411_2004,W0411_2003,F,2003,1,WithMother,NA,NA,NA,23,39,4/16/2004,4,2,11.88
457,W0411,Kassika,2006,2005,W0411_2006,W0411_2005,F,2003,3,SolitaryF,-23.12,4.92,2.92,60,51,4/23/2006,4,1,1.82
489,W0411,Kassika,2007,2006,W0411_2007,W0411_2006,F,2003,4,SolitaryF,-23.44,5.11,2.97,85,57,4/12/2007,4,1,2.27
525,W0411,Kassika,2008,2007,W0411_2008,W0411_2007,F,2003,5,SolitaryF,-23.02,4.77,2.87,77,58,4/25/2008,4,1,6.15
740,W0411,Kassika,2009,2008,W0411_2009,W0411_2008,F,2003,6,SolitaryF,-22.94,4.85,2.9,90,58,5/14/2009,5,2,8.47
396,W0412,Rönni,2004,2003,W0412_2004,W0412_2003,F,2003,1,WithMother,-23.26,4.35,2.75,21,39,4/17/2004,4,1,1.99
397,W0413,Loma_k2:2,2004,2003,W0413_2004,W0413_2003,M,2003,1,WithMother,-23.24,4.15,2.69,24,40,4/17/2004,4,1,2.86
398,W0414,Ljördalen,2004,2003,W0414_2004,W0414_2003,M,1996,8,SolitaryM,-22.63,6.07,3.26,185,74,4/18/2004,4,1,3.07
399,W0415,Gnolla,2004,2003,W0415_2004,W0415_2003,F,2003,1,WithMother,-22.99,4.41,2.77,27,41,4/18/2004,4,1,1.48
490,W0415,Gnolla,2007,2006,W0415_2007,W0415_2006,F,2003,4,SolitaryF,-22.45,4.39,2.76,74,57,5/20/2007,5,1,0.97
400,W0416,Aspa,2004,2003,W0416_2004,W0416_2003,F,2003,1,WithMother,-22.97,4.35,2.75,25,45,4/18/2004,4,1,2.18
491,W0416,Aspa,2007,2006,W0416_2007,W0416_2006,F,2003,4,SolitaryF,-22.81,4.52,2.8,76,59,4/22/2007,4,1,1.4
401,W0417,Bella_k1:1,2004,2003,W0417_2004,W0417_2003,M,2003,1,WithMother,-22.62,5.1,2.97,22,38.5,4/18/2004,4,1,3.4
879,W0418,Lonahoa_k1:1,2004,2003,W0418_2004,W0418_2003,M,2003,1,WithMother,-22.87,4.29,2.73,27,42,4/19/2004,4,2,8.65
880,W0419,Göna,2004,2003,W0419_2004,W0419_2003,F,2003,1,WithMother,-22.66,4.88,2.91,22,38.5,4/19/2004,4,2,12.88
403,W0421,Klöva_k1:2,2004,2003,W0421_2004,W0421_2003,M,2003,1,WithMother,-23.18,5.09,2.97,26,41.5,4/20/2004,4,1,2.14
881,W0422,Jämta,2004,2003,W0422_2004,W0422_2003,F,2003,1,WithMother,-22.89,4.36,2.75,27,40,4/20/2004,4,2,7.75
458,W0422,Jämta,2006,2005,W0422_2006,W0422_2005,F,2003,3,SolitaryF,-22.61,4.63,2.83,65,53,4/24/2006,4,1,2.2
492,W0422,Jämta,2007,2006,W0422_2007,W0422_2006,F,2003,4,SolitaryF,-22.6,4.67,2.84,NA,61,5/3/2007,5,1,2.24
526,W0422,Jämta,2008,2007,W0422_2008,W0422_2007,F,2003,5,SolitaryF,-22.53,4.62,2.83,83,61,4/8/2008,4,2,3.57
741,W0422,Jämta,2009,2008,W0422_2009,W0422_2008,F,2003,6,SolitaryF,-22.55,4.18,2.7,82,62,4/20/2009,4,2,8.8
404,W0423,Nybyn,NA,NA,W0423_NA,W0423_NA,M,1998,NA,NA,-23.06,5.47,3.08,NA,NA,NA,13,NA,NA
405,W0424,Tobias,2004,2003,W0424_2004,W0424_2003,M,1997,7,SolitaryM,-23.33,7.11,3.56,198,81,6/9/2004,6,1,2.61
459,W0424,Tobias,2006,2005,W0424_2006,W0424_2005,M,1997,9,SolitaryM,-23.18,6.55,3.4,241,85,5/3/2006,5,1,2.87
527,W0424,Tobias,2008,2007,W0424_2008,W0424_2007,M,1997,11,SolitaryM,-23.11,7.14,3.57,250,89,4/30/2008,4,1,1.64
796,W0424,Tobias,2010,2009,W0424_2010,W0424_2009,M,1997,13,SolitaryM,-23.54,6.57,3.4,234,89,4/16/2010,4,2,6.27
406,W0425,Komola,2004,2003,W0425_2004,W0425_2003,F,2000,4,NA,-22.8,3.92,2.62,67,54,6/9/2004,6,1,3.88
892,W0425,Komola,2006,2005,W0425_2006,W0425_2005,F,2000,6,WithCubs,-22.94,4.81,2.89,72,57,4/23/2006,4,2,8.33
NA,W0425,Komola,2007,2006,W0425_2007,W0425_2006,F,2000,7,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
528,W0425,Komola,2008,2007,W0425_2008,W0425_2007,F,2000,8,WithCubs,-22.51,4.23,2.71,71,58,4/30/2008,4,1,8.07
742,W0425,Komola,2009,2008,W0425_2009,W0425_2008,F,2000,9,SolitaryF,-22.68,4.31,2.74,105,NA,7/14/2009,7,2,8.28
NA,W0425,Komola,2010,2009,W0425_2010,W0425_2009,F,2000,10,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
670,W0425,Komola,2011,2010,W0425_2011,W0425_2010,F,2000,11,WithCubs,-22.82,4.18,2.7,65.4,57,4/27/2011,4,2,9.74
NA,W0425,Komola,2012,2011,W0425_2012,W0425_2011,F,2000,12,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
587,W0425,Komola,2013,2012,W0425_2013,W0425_2012,F,2000,13,WithCubs,-23.49,4.65,2.84,76,59,5/22/2013,5,2,10.86
NA,W0425,Komola,2014,2013,W0425_2014,W0425_2013,F,2000,14,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0425,Komola,2015,2014,W0425_2015,W0425_2014,F,2000,15,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0425,Komola,2016,2015,W0425_2016,W0425_2015,F,2000,16,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
407,W0426,Solvberg,2004,2003,W0426_2004,W0426_2003,M,2000,4,SolitaryM,-22.92,4.31,2.74,99,61.5,6/11/2004,6,1,0.5
408,W0427,Noenoppi,2004,2003,W0427_2004,W0427_2003,F,2001,3,NA,-23,4.58,2.82,67,52,6/17/2004,6,1,2.55
431,W0427,Noenoppi,2005,2004,W0427_2005,W0427_2004,F,2001,4,SolitaryF,-22.95,4.35,2.75,67,57,4/18/2005,4,1,4.61
460,W0427,Noenoppi,2006,2005,W0427_2006,W0427_2005,F,2001,5,SolitaryF,-22.85,4.64,2.84,84,62,7/11/2006,7,1,0.84
432,W0501,Allahott,2005,2004,W0501_2005,W0501_2004,M,1996,9,SolitaryM,-22.83,5.53,3.1,231,80,3/22/2005,3,1,2.97
433,W0502,Femma_k3:1,2005,2004,W0502_2005,W0502_2004,M,2004,1,WithMother,-22.89,5.05,2.96,24,41,4/15/2005,4,1,4.96
434,W0503,Påranäva,2005,2004,W0503_2005,W0503_2004,F,2004,1,WithMother,-22.73,4.97,2.93,24,42,4/15/2005,4,1,3.82
493,W0503,Påranäva,2007,2006,W0503_2007,W0503_2006,F,2004,3,SolitaryF,-22.8,4.74,2.86,63,56,4/18/2007,4,1,3.02
529,W0503,Påranäva,2008,2007,W0503_2008,W0503_2007,F,2004,4,SolitaryF,-22.54,4.86,2.9,70,57,4/29/2008,4,1,3.06
743,W0503,Påranäva,2009,2008,W0503_2009,W0503_2008,F,2004,5,SolitaryF,-22.74,4.71,2.86,90,63,4/14/2009,4,2,7.79
NA,W0503,Påranäva,2010,2009,W0503_2010,W0503_2009,F,2004,6,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
884,W0504,Räva,2005,2004,W0504_2005,W0504_2004,F,2004,1,WithMother,-22.32,3.76,2.58,25,41,4/15/2005,4,2,6.23
NA,W0504,Räva,2009,2008,W0504_2009,W0504_2008,F,2004,5,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
797,W0504,Räva,2010,2009,W0504_2010,W0504_2009,F,2004,6,SolitaryF,-22.7,4.22,2.71,80,62,4/27/2010,4,2,4.43
NA,W0504,Räva,2011,2010,W0504_2011,W0504_2010,F,2004,7,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
435,W0505,Kampa,2005,2004,W0505_2005,W0505_2004,F,2004,1,WithMother,-23.4,4.28,2.73,23.5,40,4/16/2005,4,1,4.27
436,W0506,Griffel_k6:2,2005,2004,W0506_2005,W0506_2004,M,2004,1,WithMother,-23.21,4.02,2.65,27.5,42,4/16/2005,4,1,5.4
437,W0507,Läfta,2005,2004,W0507_2005,W0507_2004,F,2004,1,WithMother,-23.65,4.4,2.76,22,41,4/16/2005,4,1,4.41
494,W0507,Läfta,2007,2006,W0507_2007,W0507_2006,F,2004,3,SolitaryF,-22.57,4.83,2.89,59,53.5,4/16/2007,4,1,1.09
531,W0507,Läfta,2008,2007,W0507_2008,W0507_2007,F,2004,4,SolitaryF,-22.56,4.16,2.69,63,58,4/18/2008,4,1,0.96
744,W0507,Läfta,2009,2008,W0507_2009,W0507_2008,F,2004,5,SolitaryF,-22.31,4.39,2.76,96,63,4/29/2009,4,2,7.54
NA,W0507,Läfta,2010,2009,W0507_2010,W0507_2009,F,2004,6,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
438,W0508,Milla,2005,2004,W0508_2005,W0508_2004,F,2004,1,WithMother,-22.8,4.8,2.88,17,38.5,4/17/2005,4,1,5.79
439,W0509,Glya,2005,2004,W0509_2005,W0509_2004,F,2004,1,WithMother,-22.57,4.16,2.69,22,43,4/17/2005,4,1,4.97
440,W0510,Borregaard_k3:1,2005,2004,W0510_2005,W0510_2004,M,2004,1,WithMother,-22.85,4.3,2.74,19,40,4/18/2005,4,1,5.77
441,W0511,Stickmyra,2005,2004,W0511_2005,W0511_2004,F,2004,1,WithMother,-22.8,4.48,2.79,17,28,4/18/2005,4,1,7.04
885,W0512,Gälla_k1:2,2005,2004,W0512_2005,W0512_2004,M,2004,1,WithMother,-22.53,4.58,2.82,30,41,4/18/2005,4,2,9.14
442,W0513,Syndre,2005,2004,W0513_2005,W0513_2004,F,2004,1,WithMother,-22.77,4.98,2.94,22,40,4/27/2005,4,1,3.85
886,W0514,Keiko_k2:1,2005,2004,W0514_2005,W0514_2004,M,2004,1,WithMother,-22.55,4.61,2.83,20,40,4/27/2005,4,2,11.56
887,W0515,Keiko_k2:2,2005,2004,W0515_2005,W0515_2004,M,2004,1,WithMother,-22.87,4.3,2.74,27,43,4/27/2005,4,2,8.65
443,W0516,Lissa,2005,2004,W0516_2005,W0516_2004,F,1992,13,NA,-22.76,4.03,2.66,125,64,8/12/2005,8,1,1.22
444,W0517,Balsa,2005,2004,W0517_2005,W0517_2004,F,2001,4,NA,-22.35,4.88,2.91,65,53,6/16/2005,6,1,3.52
495,W0517,Balsa,2007,2006,W0517_2007,W0517_2006,F,2001,6,WithCubs,-22.98,4.57,2.81,62,53.5,4/20/2007,4,1,4.51
671,W0517,Balsa,2011,2010,W0517_2011,W0517_2010,F,2001,10,WithCubs,-22.06,4.26,2.72,58,54,4/26/2011,4,2,11.05
NA,W0517,Balsa,2012,2011,W0517_2012,W0517_2011,F,2001,11,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0517,Balsa,2013,2012,W0517_2013,W0517_2012,F,2001,12,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
NA,W0517,Balsa,2014,2013,W0517_2014,W0517_2013,F,2001,13,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
893,W0601,Hirva_k1:1,2006,2005,W0601_2006,W0601_2005,M,2005,1,WithMother,NA,NA,NA,18,38.5,4/19/2006,4,2,10.02
894,W0602,Hälla,2006,2005,W0602_2006,W0602_2005,F,2005,1,WithMother,-23.25,4.9,2.91,19,41,4/20/2006,4,2,15.59
461,W0603,Bryna,2006,2005,W0603_2006,W0603_2005,F,2005,1,WithMother,-22.84,5.67,3.14,41,48,4/20/2006,4,1,2.06
NA,W0603,Bryna,2010,2009,W0603_2010,W0603_2009,F,2005,5,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
895,W0604,Unna_k1:1,2006,2005,W0604_2006,W0604_2005,M,2005,1,WithMother,-23.12,4.85,2.9,NA,NA,4/21/2006,4,2,8.31
896,W0605,Sälga,2006,2005,W0605_2006,W0605_2005,F,2005,1,WithMother,-23.16,4.61,2.83,20,38,4/21/2006,4,2,13.15
798,W0605,Sälga,2010,2009,W0605_2010,W0605_2009,F,2005,5,SolitaryF,-22.82,4.69,2.85,70,58.5,4/27/2010,4,2,3.78
672,W0605,Sälga,2011,2010,W0605_2011,W0605_2010,F,2005,6,SolitaryF,-22.58,4.74,2.86,73,57,4/18/2011,4,2,5.61
635,W0605,Sälga,2012,2011,W0605_2012,W0605_2011,F,2005,7,SolitaryF,-22.9,4.48,2.79,67,57,5/21/2012,5,2,5.2
588,W0605,Sälga,2013,2012,W0605_2013,W0605_2012,F,2005,8,WithCubs,-23.13,4.63,2.83,72,57,4/22/2013,4,2,8.18
NA,W0605,Sälga,2014,2013,W0605_2014,W0605_2013,F,2005,9,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
579,W0605,Sälga,2016,2015,W0605_2016,W0605_2015,F,2005,11,WithCubs,-23.55,4.49,2.79,80.8,58,5/3/2016,5,2,8.27
NA,W0605,Sälga,2017,2016,W0605_2017,W0605_2016,F,2005,12,WithCubs,NA,NA,NA,NA,NA,NA,13,NA,NA
897,W0606,Våla,2006,2005,W0606_2006,W0606_2005,F,2005,1,WithMother,-22.95,4.82,2.89,20,38,4/21/2006,4,2,12.76
462,W0607,Ränna,2006,2005,W0607_2006,W0607_2005,F,2005,1,WithMother,-23,5.06,2.96,17,37,4/22/2006,4,1,3.87
463,W0608,Ribba,2006,2005,W0608_2006,W0608_2005,F,2005,1,WithMother,-23.27,5.14,2.98,24,40,4/22/2006,4,1,8.34
464,W0609,Högåsa,2006,2005,W0609_2006,W0609_2005,F,2005,1,WithMother,-23.01,5.29,3.03,22.5,39,4/22/2006,4,1,4.98
898,W0610,Ruta,2006,2005,W0610_2006,W0610_2005,F,2005,1,WithMother,NA,NA,NA,13,35,4/23/2006,4,2,10.05
532,W0610,Ruta,2008,2007,W0610_2008,W0610_2007,F,2005,3,SolitaryF,-22.46,4.01,2.65,28,44,4/18/2008,4,1,1.34
745,W0610,Ruta,2009,2008,W0610_2009,W0610_2008,F,2005,4,SolitaryF,-22.72,4.36,2.75,45,46,4/7/2009,4,2,16.43
799,W0610,Ruta,2010,2009,W0610_2010,W0610_2009,F,2005,5,SolitaryF,-22.66,4.4,2.76,47,50,4/26/2010,4,2,4.69
801,W0610,Ruta,2010,2009,W0610_2010,W0610_2009,F,2005,5,SolitaryF,-23.01,4.31,2.74,47,50,4/26/2010,4,2,5.52
674,W0610,Ruta,2011,2010,W0610_2011,W0610_2010,F,2005,6,SolitaryF,-22.34,3.86,2.61,51,52,4/27/2011,4,2,5.69
636,W0610,Ruta,2012,2011,W0610_2012,W0610_2011,F,2005,7,SolitaryF,-22.69,4.81,2.89,61.5,52,5/22/2012,5,2,5.26
590,W0610,Ruta,2013,2012,W0610_2013,W0610_2012,F,2005,8,SolitaryF,-23.06,4.49,2.79,75,54,4/19/2013,4,2,9.85
NA,W0610,Ruta,2014,2013,W0610_2014,W0610_2013,F,2005,9,SolitaryF,NA,NA,NA,NA,NA,NA,13,NA,NA
